Day,Month,Years,Hour,Category,DayOfWeek,PdDistrict,Resolution                                                                        
27,1,2007,11,DRUG\/NARCOTIC,Saturday,MISSION,ARREST
23,7,2012,21,NON-CRIMINAL,Monday,BAYVIEW,NONE
28,8,2011,12,WEAPON LAWS,Sunday,SOUTHERN,ARREST
23,8,2010,11,MISSING PERSON,Monday,CENTRAL,NONE
1,11,2011,22,OTHER OFFENSES,Tuesday,INGLESIDE,JUVENILE ADMONISHED
21,10,2011,11,NON-CRIMINAL,Friday,TENDERLOIN,NONE
25,6,2004,18,NON-CRIMINAL,Friday,MISSION,NONE
16,6,2010,15,ASSAULT,Wednesday,MISSION,NONE
28,5,2013,14,NON-CRIMINAL,Tuesday,INGLESIDE,ARREST
2,11,2012,21,VANDALISM,Friday,NORTHERN,NONE
21,1,2003,5,MISSING PERSON,Tuesday,RICHMOND,NONE
1,5,2012,11,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
3,4,2008,12,FRAUD,Thursday,SOUTHERN,NONE
12,11,2014,15,VANDALISM,Wednesday,SOUTHERN,NONE
25,1,2006,4,NON-CRIMINAL,Wednesday,SOUTHERN,NONE
25,12,2009,20,VANDALISM,Friday,MISSION,NONE
15,5,2013,21,LARCENY\/THEFT,Wednesday,INGLESIDE,ARREST
6,2,2009,8,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
5,2,2013,7,LARCENY\/THEFT,Tuesday,BAYVIEW,NONE
24,3,2005,16,NON-CRIMINAL,Thursday,SOUTHERN,NONE
2,11,2005,17,MISSING PERSON,Wednesday,INGLESIDE,LOCATED
3,12,2006,2,PROSTITUTION,Sunday,CENTRAL,ARREST
14,12,2012,18,LARCENY\/THEFT,Friday,SOUTHERN,NONE
14,11,2008,16,DRUG\/NARCOTIC,Friday,TENDERLOIN,NONE
26,3,2006,10,VEHICLE THEFT,Sunday,INGLESIDE,NONE
4,2,2015,20,LARCENY\/THEFT,Wednesday,TARAVAL,NONE
19,3,2015,21,LARCENY\/THEFT,Thursday,BAYVIEW,NONE
18,4,2005,2,BURGLARY,Monday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
5,11,2006,13,LARCENY\/THEFT,Sunday,RICHMOND,NONE
30,12,2005,7,ASSAULT,Friday,MISSION,ARREST
23,7,2012,20,WARRANTS,Monday,TENDERLOIN,ARREST
17,5,2014,0,ASSAULT,Saturday,NORTHERN,ARREST
30,5,2014,6,MISSING PERSON,Friday,PARK,LOCATED
9,1,2014,18,LARCENY\/THEFT,Thursday,NORTHERN,NONE
26,7,2011,17,DRUG\/NARCOTIC,Tuesday,TENDERLOIN,ARREST
29,6,2012,17,VEHICLE THEFT,Friday,SOUTHERN,NONE
25,10,2004,23,DRUG\/NARCOTIC,Monday,TENDERLOIN,CLEARED-CONTACT JUVENILE FOR MORE INFO
18,11,2012,0,VEHICLE THEFT,Sunday,MISSION,NONE
11,7,2012,10,OTHER OFFENSES,Wednesday,RICHMOND,ARREST
27,6,2013,1,LARCENY\/THEFT,Thursday,TENDERLOIN,NONE
28,8,2010,22,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
13,11,2013,16,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
22,2,2004,15,NON-CRIMINAL,Sunday,BAYVIEW,UNFOUNDED
8,8,2008,20,OTHER OFFENSES,Friday,CENTRAL,ARREST
8,7,2014,23,OTHER OFFENSES,Tuesday,TENDERLOIN,NONE
22,9,2012,12,NON-CRIMINAL,Saturday,NORTHERN,NONE
21,3,2004,17,BURGLARY,Sunday,TENDERLOIN,ARREST
10,3,2012,16,FORGERY\/COUNTERFEITING,Saturday,NORTHERN,ARREST
15,1,2011,21,VEHICLE THEFT,Saturday,TARAVAL,NONE
13,12,2012,22,WEAPON LAWS,Thursday,INGLESIDE,ARREST
1,12,2012,12,VEHICLE THEFT,Saturday,RICHMOND,NONE
10,11,2014,5,ASSAULT,Monday,SOUTHERN,ARREST
15,4,2009,20,FRAUD,Wednesday,CENTRAL,PROSECUTED BY OUTSIDE AGENCY
26,5,2009,10,NON-CRIMINAL,Tuesday,CENTRAL,NONE
11,7,2013,11,MISSING PERSON,Thursday,RICHMOND,LOCATED
8,7,2004,14,LARCENY\/THEFT,Thursday,RICHMOND,NONE
11,7,2003,3,LARCENY\/THEFT,Friday,CENTRAL,NONE
6,9,2009,22,OTHER OFFENSES,Sunday,MISSION,ARREST
25,6,2013,9,SUSPICIOUS OCC,Tuesday,MISSION,NONE
5,8,2003,18,ASSAULT,Tuesday,PARK,NONE
9,12,2013,14,NON-CRIMINAL,Monday,TENDERLOIN,NONE
9,1,2008,19,VEHICLE THEFT,Wednesday,INGLESIDE,NONE
14,11,2008,23,LIQUOR LAWS,Friday,INGLESIDE,ARREST
23,1,2004,12,NON-CRIMINAL,Friday,NORTHERN,UNFOUNDED
22,7,2013,17,LARCENY\/THEFT,Monday,CENTRAL,NONE
18,2,2013,20,LARCENY\/THEFT,Monday,MISSION,NONE
15,10,2007,11,DRUNKENNESS,Monday,SOUTHERN,ARREST
12,5,2004,10,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
22,7,2014,13,ROBBERY,Tuesday,SOUTHERN,NONE
12,5,2014,4,SUSPICIOUS OCC,Monday,MISSION,NONE
5,4,2014,11,LARCENY\/THEFT,Saturday,CENTRAL,NONE
2,10,2003,14,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
20,4,2005,12,VEHICLE THEFT,Wednesday,CENTRAL,NONE
17,3,2015,13,ASSAULT,Tuesday,TENDERLOIN,NONE
26,10,2009,16,VEHICLE THEFT,Monday,SOUTHERN,NONE
27,7,2014,10,MISSING PERSON,Sunday,MISSION,ARREST
15,11,2005,18,DRUG\/NARCOTIC,Tuesday,SOUTHERN,ARREST
17,2,2015,15,MISSING PERSON,Tuesday,RICHMOND,UNFOUNDED
14,4,2014,21,NON-CRIMINAL,Monday,CENTRAL,PSYCHOPATHIC CASE
1,6,2010,12,FRAUD,Tuesday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY
26,3,2010,1,OTHER OFFENSES,Friday,SOUTHERN,NONE
5,9,2013,7,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
4,3,2009,7,VANDALISM,Wednesday,PARK,NONE
13,12,2009,0,LARCENY\/THEFT,Sunday,SOUTHERN,NONE
29,11,2008,12,VEHICLE THEFT,Saturday,MISSION,NONE
13,1,2013,11,SECONDARY CODES,Sunday,BAYVIEW,NONE
13,7,2007,6,ASSAULT,Friday,INGLESIDE,ARREST
6,11,2005,20,LARCENY\/THEFT,Sunday,NORTHERN,NONE
31,5,2008,15,LARCENY\/THEFT,Saturday,TENDERLOIN,NONE
26,12,2008,22,LARCENY\/THEFT,Friday,SOUTHERN,NONE
23,2,2014,14,LARCENY\/THEFT,Sunday,CENTRAL,NONE
19,2,2007,19,LARCENY\/THEFT,Monday,BAYVIEW,NONE
18,9,2014,15,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
22,1,2014,18,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
3,12,2006,9,BURGLARY,Sunday,BAYVIEW,NONE
22,10,2005,6,NON-CRIMINAL,Saturday,MISSION,ARREST
6,4,2006,12,LIQUOR LAWS,Thursday,BAYVIEW,ARREST
3,9,2009,14,FRAUD,Thursday,NORTHERN,NONE
30,3,2015,18,NON-CRIMINAL,Monday,PARK,PSYCHOPATHIC CASE
4,3,2003,20,BURGLARY,Tuesday,NORTHERN,NONE
4,2,2003,23,DRUG\/NARCOTIC,Tuesday,NORTHERN,ARREST
18,5,2010,4,OTHER OFFENSES,Tuesday,NORTHERN,ARREST
28,8,2011,18,MISSING PERSON,Sunday,INGLESIDE,LOCATED
7,8,2007,3,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
1,5,2013,7,LARCENY\/THEFT,Wednesday,RICHMOND,NONE
30,11,2014,19,SECONDARY CODES,Sunday,SOUTHERN,NONE
17,10,2014,2,LARCENY\/THEFT,Friday,TARAVAL,NONE
22,12,2014,18,NON-CRIMINAL,Monday,SOUTHERN,ARREST
18,2,2003,21,VEHICLE THEFT,Tuesday,BAYVIEW,NONE
15,10,2004,18,NON-CRIMINAL,Friday,TARAVAL,PSYCHOPATHIC CASE
25,11,2014,14,LARCENY\/THEFT,Tuesday,SOUTHERN,NONE
22,3,2014,20,WARRANTS,Saturday,TENDERLOIN,ARREST
31,5,2014,17,ASSAULT,Saturday,SOUTHERN,ARREST
20,3,2015,20,MISSING PERSON,Friday,MISSION,NONE
18,12,2010,0,VANDALISM,Saturday,MISSION,NONE
27,6,2013,11,OTHER OFFENSES,Thursday,MISSION,ARREST
16,5,2005,7,LARCENY\/THEFT,Monday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
6,4,2013,18,OTHER OFFENSES,Saturday,TENDERLOIN,ARREST
31,10,2009,11,NON-CRIMINAL,Saturday,PARK,NONE
28,7,2013,12,OTHER OFFENSES,Sunday,MISSION,ARREST
6,5,2005,8,VANDALISM,Friday,NORTHERN,NONE
23,8,2007,20,MISSING PERSON,Thursday,TARAVAL,LOCATED
7,3,2012,21,WEAPON LAWS,Wednesday,BAYVIEW,ARREST
9,10,2010,19,NON-CRIMINAL,Saturday,NORTHERN,NONE
21,11,2010,15,TRESPASS,Sunday,CENTRAL,ARREST
27,12,2011,11,LARCENY\/THEFT,Tuesday,SOUTHERN,ARREST
17,8,2009,9,FORGERY\/COUNTERFEITING,Monday,INGLESIDE,UNFOUNDED
15,6,2014,10,LARCENY\/THEFT,Sunday,TARAVAL,NONE
14,7,2007,14,ASSAULT,Saturday,BAYVIEW,ARREST
3,5,2015,19,SEX OFFENSES FORCIBLE,Sunday,SOUTHERN,NONE
10,7,2003,21,LARCENY\/THEFT,Thursday,TENDERLOIN,JUVENILE ADMONISHED
1,10,2009,16,OTHER OFFENSES,Thursday,INGLESIDE,NONE
11,7,2009,17,ASSAULT,Saturday,MISSION,NONE
5,9,2006,11,DRUNKENNESS,Tuesday,SOUTHERN,ARREST
11,3,2007,0,WARRANTS,Sunday,SOUTHERN,ARREST
28,5,2012,5,LOITERING,Monday,TENDERLOIN,ARREST
31,12,2006,11,VANDALISM,Sunday,INGLESIDE,NONE
1,11,2003,11,LARCENY\/THEFT,Saturday,SOUTHERN,ARREST
27,7,2003,23,LARCENY\/THEFT,Sunday,TARAVAL,NONE
17,12,2010,9,OTHER OFFENSES,Friday,BAYVIEW,ARREST
22,2,2006,9,ASSAULT,Wednesday,INGLESIDE,NONE
15,5,2006,1,ASSAULT,Monday,PARK,ARREST
16,3,2009,10,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST
10,7,2014,10,OTHER OFFENSES,Thursday,PARK,ARREST
19,9,2011,14,WARRANTS,Monday,BAYVIEW,ARREST
14,10,2008,12,FORGERY\/COUNTERFEITING,Tuesday,SOUTHERN,NONE
26,7,2014,13,WEAPON LAWS,Saturday,MISSION,ARREST
2,9,2014,23,VANDALISM,Tuesday,CENTRAL,NONE
19,5,2010,13,OTHER OFFENSES,Wednesday,BAYVIEW,NONE
11,7,2008,20,VANDALISM,Friday,PARK,NONE
6,2,2015,5,WARRANTS,Friday,TENDERLOIN,ARREST
30,12,2007,19,ROBBERY,Sunday,TARAVAL,NONE
29,11,2005,4,BURGLARY,Tuesday,MISSION,NONE
21,7,2004,11,ASSAULT,Wednesday,SOUTHERN,NONE
13,12,2009,16,NON-CRIMINAL,Sunday,TENDERLOIN,PSYCHOPATHIC CASE
30,10,2013,12,ASSAULT,Wednesday,TARAVAL,ARREST
14,7,2012,14,LARCENY\/THEFT,Saturday,MISSION,NONE
16,3,2009,17,DRUG\/NARCOTIC,Monday,MISSION,ARREST
15,6,2014,17,LARCENY\/THEFT,Sunday,PARK,NONE
2,2,2015,20,MISSING PERSON,Monday,CENTRAL,EXCEPTIONAL CLEARANCE
8,9,2007,23,LARCENY\/THEFT,Saturday,CENTRAL,NONE
5,3,2014,16,WARRANTS,Wednesday,TENDERLOIN,ARREST
14,11,2012,0,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
13,6,2003,9,WARRANTS,Friday,SOUTHERN,ARREST
6,9,2009,16,LARCENY\/THEFT,Sunday,CENTRAL,NONE
2,10,2008,17,WARRANTS,Thursday,NORTHERN,ARREST
5,9,2013,10,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
9,12,2004,23,SUSPICIOUS OCC,Thursday,BAYVIEW,NONE
15,10,2009,19,WEAPON LAWS,Thursday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE
3,9,2004,8,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
24,3,2011,20,STOLEN PROPERTY,Thursday,SOUTHERN,ARREST
15,5,2014,0,LARCENY\/THEFT,Thursday,TARAVAL,NONE
17,7,2010,2,SUSPICIOUS OCC,Saturday,INGLESIDE,NONE
10,4,2010,15,LARCENY\/THEFT,Saturday,MISSION,NONE
4,5,2013,1,VANDALISM,Saturday,BAYVIEW,NONE
3,10,2014,11,NON-CRIMINAL,Friday,BAYVIEW,EXCEPTIONAL CLEARANCE
5,6,2010,21,SEX OFFENSES FORCIBLE,Saturday,SOUTHERN,NONE
21,1,2003,1,DRUG\/NARCOTIC,Tuesday,NORTHERN,ARREST
8,8,2012,0,OTHER OFFENSES,Wednesday,MISSION,NONE
7,4,2007,18,DRUG\/NARCOTIC,Saturday,SOUTHERN,ARREST
31,3,2014,18,WEAPON LAWS,Monday,MISSION,ARREST
14,6,2006,18,SECONDARY CODES,Wednesday,MISSION,ARREST
8,3,2015,21,VEHICLE THEFT,Sunday,RICHMOND,NONE
13,7,2012,2,DRUG\/NARCOTIC,Friday,MISSION,ARREST
19,11,2005,0,VANDALISM,Saturday,MISSION,NONE
25,3,2010,23,LARCENY\/THEFT,Thursday,PARK,NONE
1,8,2010,21,LARCENY\/THEFT,Sunday,NORTHERN,NONE
12,1,2005,10,LIQUOR LAWS,Wednesday,TENDERLOIN,ARREST
30,7,2011,8,ASSAULT,Saturday,TARAVAL,EXCEPTIONAL CLEARANCE
22,8,2008,22,LARCENY\/THEFT,Friday,SOUTHERN,NONE
5,9,2004,14,VEHICLE THEFT,Sunday,TARAVAL,NONE
16,12,2011,17,LARCENY\/THEFT,Friday,TARAVAL,NONE
28,2,2010,9,ASSAULT,Sunday,NORTHERN,ARREST
25,3,2005,10,LARCENY\/THEFT,Friday,MISSION,NONE
8,2,2009,14,NON-CRIMINAL,Sunday,SOUTHERN,NONE
18,4,2009,8,OTHER OFFENSES,Saturday,SOUTHERN,ARREST
14,1,2012,15,ASSAULT,Saturday,NORTHERN,ARREST
3,6,2007,18,LARCENY\/THEFT,Sunday,PARK,NONE
30,7,2005,18,NON-CRIMINAL,Saturday,RICHMOND,NONE
31,10,2007,19,BURGLARY,Wednesday,SOUTHERN,UNFOUNDED
12,6,2008,16,NON-CRIMINAL,Thursday,SOUTHERN,NONE
11,8,2007,21,VANDALISM,Saturday,SOUTHERN,NONE
25,11,2014,0,LARCENY\/THEFT,Tuesday,CENTRAL,NONE
29,10,2007,20,ROBBERY,Monday,INGLESIDE,UNFOUNDED
11,6,2003,10,WARRANTS,Wednesday,NORTHERN,ARREST
26,1,2014,6,WARRANTS,Sunday,CENTRAL,ARREST
13,8,2010,15,LARCENY\/THEFT,Friday,NORTHERN,NONE
1,7,2012,23,OTHER OFFENSES,Sunday,RICHMOND,NONE
26,11,2013,7,VANDALISM,Tuesday,TARAVAL,NONE
1,10,2003,8,VANDALISM,Wednesday,NORTHERN,NONE
5,3,2003,21,VEHICLE THEFT,Wednesday,NORTHERN,NONE
14,4,2009,13,BURGLARY,Tuesday,INGLESIDE,ARREST
13,7,2007,11,BURGLARY,Friday,CENTRAL,NONE
16,5,2012,12,LARCENY\/THEFT,Wednesday,SOUTHERN,NONE
30,5,2005,18,VEHICLE THEFT,Monday,MISSION,NONE
23,3,2005,12,VEHICLE THEFT,Wednesday,NORTHERN,NONE
15,1,2012,12,OTHER OFFENSES,Sunday,SOUTHERN,ARREST
31,10,2003,13,BURGLARY,Friday,MISSION,NONE
13,10,2003,17,LARCENY\/THEFT,Monday,INGLESIDE,NONE
15,4,2014,19,VANDALISM,Tuesday,TENDERLOIN,NONE
5,6,2011,15,NON-CRIMINAL,Sunday,TARAVAL,PSYCHOPATHIC CASE
23,11,2009,10,DRUG\/NARCOTIC,Monday,TENDERLOIN,ARREST
10,11,2003,21,OTHER OFFENSES,Monday,MISSION,ARREST
21,2,2009,16,LARCENY\/THEFT,Saturday,MISSION,NONE
23,12,2008,17,BURGLARY,Tuesday,CENTRAL,NONE
20,11,2010,21,ASSAULT,Saturday,INGLESIDE,ARREST
30,3,2009,14,OTHER OFFENSES,Monday,RICHMOND,NONE
14,12,2013,4,ROBBERY,Saturday,CENTRAL,NONE
18,11,2010,20,LARCENY\/THEFT,Thursday,CENTRAL,NONE
21,8,2004,12,NON-CRIMINAL,Saturday,SOUTHERN,NONE
12,10,2009,19,LARCENY\/THEFT,Monday,NORTHERN,NONE
2,4,2009,10,NON-CRIMINAL,Thursday,TARAVAL,PSYCHOPATHIC CASE
28,7,2005,19,OTHER OFFENSES,Thursday,INGLESIDE,NONE
4,5,2013,13,NON-CRIMINAL,Saturday,SOUTHERN,NONE
17,5,2012,22,NON-CRIMINAL,Thursday,TENDERLOIN,NONE
29,6,2006,11,LARCENY\/THEFT,Thursday,INGLESIDE,NONE
22,5,2010,1,LARCENY\/THEFT,Saturday,MISSION,NONE
27,3,2005,9,KIDNAPPING,Sunday,INGLESIDE,NONE
18,6,2010,17,ASSAULT,Friday,CENTRAL,ARREST
6,4,2011,11,NON-CRIMINAL,Wednesday,MISSION,PSYCHOPATHIC CASE
13,12,2011,13,LARCENY\/THEFT,Tuesday,MISSION,NONE
10,1,2014,18,LARCENY\/THEFT,Friday,SOUTHERN,NONE
16,6,2013,18,VANDALISM,Sunday,TARAVAL,NONE
1,10,2012,2,DISORDERLY CONDUCT,Monday,MISSION,ARREST
1,4,2015,17,LARCENY\/THEFT,Wednesday,RICHMOND,NONE
17,4,2006,9,LARCENY\/THEFT,Monday,TARAVAL,NONE
22,3,2010,21,FRAUD,Monday,CENTRAL,NONE
4,12,2010,15,OTHER OFFENSES,Saturday,MISSION,ARREST
24,1,2015,2,ASSAULT,Saturday,CENTRAL,ARREST
15,11,2006,16,NON-CRIMINAL,Wednesday,MISSION,UNFOUNDED
20,5,2006,15,LARCENY\/THEFT,Saturday,RICHMOND,NONE
11,5,2004,17,VEHICLE THEFT,Tuesday,CENTRAL,NONE
21,9,2010,10,NON-CRIMINAL,Tuesday,MISSION,NONE
1,12,2011,0,FRAUD,Thursday,SOUTHERN,ARREST
25,1,2004,1,LARCENY\/THEFT,Sunday,TARAVAL,NONE
24,3,2010,6,LARCENY\/THEFT,Wednesday,INGLESIDE,NONE
13,5,2014,10,ASSAULT,Tuesday,RICHMOND,ARREST
26,5,2004,8,BURGLARY,Wednesday,INGLESIDE,NONE
14,5,2014,0,OTHER OFFENSES,Wednesday,PARK,ARREST
14,7,2006,21,LARCENY\/THEFT,Friday,SOUTHERN,NONE
6,4,2005,20,VEHICLE THEFT,Wednesday,TARAVAL,NONE
24,11,2014,15,BURGLARY,Monday,TENDERLOIN,NONE
14,10,2008,13,OTHER OFFENSES,Tuesday,BAYVIEW,NONE
27,7,2005,6,VEHICLE THEFT,Wednesday,NORTHERN,NONE
8,5,2010,14,WARRANTS,Saturday,SOUTHERN,ARREST
19,11,2010,7,SUSPICIOUS OCC,Friday,TENDERLOIN,NONE
24,8,2007,22,ASSAULT,Friday,INGLESIDE,NONE
24,7,2004,10,SUSPICIOUS OCC,Saturday,RICHMOND,NONE
10,8,2014,14,DRUG\/NARCOTIC,Sunday,BAYVIEW,ARREST
12,8,2012,17,WARRANTS,Sunday,PARK,ARREST
8,7,2013,18,LARCENY\/THEFT,Monday,CENTRAL,ARREST
29,10,2012,0,NON-CRIMINAL,Monday,TARAVAL,NONE
10,12,2013,10,FRAUD,Tuesday,BAYVIEW,NONE
14,12,2003,13,ASSAULT,Sunday,TARAVAL,NONE
11,7,2012,15,LARCENY\/THEFT,Wednesday,SOUTHERN,ARREST
16,10,2012,9,MISSING PERSON,Tuesday,NORTHERN,LOCATED
28,3,2010,18,LARCENY\/THEFT,Sunday,SOUTHERN,ARREST
23,3,2005,13,OTHER OFFENSES,Wednesday,MISSION,ARREST
5,8,2014,14,MISSING PERSON,Tuesday,BAYVIEW,LOCATED
6,10,2006,18,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
10,4,2011,7,ASSAULT,Sunday,TARAVAL,ARREST
7,12,2004,17,VEHICLE THEFT,Tuesday,INGLESIDE,NONE
30,10,2014,10,OTHER OFFENSES,Thursday,SOUTHERN,ARREST
24,4,2011,15,NON-CRIMINAL,Sunday,NORTHERN,PSYCHOPATHIC CASE
12,5,2003,14,LARCENY\/THEFT,Monday,PARK,NONE
22,2,2007,1,OTHER OFFENSES,Thursday,CENTRAL,ARREST
20,2,2009,18,VEHICLE THEFT,Friday,TARAVAL,NONE
30,7,2010,0,FORGERY\/COUNTERFEITING,Friday,SOUTHERN,NONE
5,1,2015,16,ASSAULT,Monday,SOUTHERN,ARREST
10,12,2013,17,PROSTITUTION,Tuesday,BAYVIEW,ARREST
7,3,2009,15,LARCENY\/THEFT,Saturday,PARK,NONE
27,11,2003,13,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
31,8,2009,11,LARCENY\/THEFT,Monday,SOUTHERN,NONE
25,6,2012,0,NON-CRIMINAL,Monday,PARK,PSYCHOPATHIC CASE
23,4,2005,15,ASSAULT,Saturday,MISSION,ARREST
8,8,2012,15,NON-CRIMINAL,Wednesday,TENDERLOIN,PSYCHOPATHIC CASE
19,10,2011,21,OTHER OFFENSES,Wednesday,SOUTHERN,NONE
6,9,2014,17,NON-CRIMINAL,Saturday,NORTHERN,NONE
25,1,2014,17,VANDALISM,Saturday,SOUTHERN,NONE
19,4,2007,0,LARCENY\/THEFT,Thursday,SOUTHERN,NONE
15,11,2011,7,OTHER OFFENSES,Tuesday,NORTHERN,ARREST
18,10,2014,20,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
7,1,2003,19,OTHER OFFENSES,Tuesday,BAYVIEW,JUVENILE ADMONISHED
22,2,2007,23,ASSAULT,Thursday,INGLESIDE,ARREST
8,12,2009,19,NON-CRIMINAL,Tuesday,SOUTHERN,NONE
21,2,2014,0,BURGLARY,Friday,INGLESIDE,NONE
28,10,2014,15,SUSPICIOUS OCC,Tuesday,TARAVAL,NONE
5,1,2004,9,OTHER OFFENSES,Monday,BAYVIEW,ARREST
10,9,2010,0,DRUG\/NARCOTIC,Friday,RICHMOND,ARREST
6,2,2008,15,DRUG\/NARCOTIC,Wednesday,MISSION,ARREST
26,2,2011,22,WARRANTS,Saturday,TENDERLOIN,ARREST
21,11,2010,11,OTHER OFFENSES,Sunday,BAYVIEW,ARREST
20,2,2009,17,BURGLARY,Friday,BAYVIEW,UNFOUNDED
26,1,2007,8,DRUG\/NARCOTIC,Friday,NORTHERN,ARREST
7,2,2007,9,VANDALISM,Wednesday,BAYVIEW,NONE
19,9,2014,18,ASSAULT,Friday,BAYVIEW,NONE
14,6,2010,6,MISSING PERSON,Monday,NORTHERN,LOCATED
3,10,2008,8,DRUG\/NARCOTIC,Friday,TENDERLOIN,ARREST
9,1,2006,20,VANDALISM,Monday,TARAVAL,NONE
3,5,2014,17,SUSPICIOUS OCC,Saturday,TARAVAL,UNFOUNDED
28,12,2005,1,BURGLARY,Wednesday,TARAVAL,NONE
19,3,2012,16,RECOVERED VEHICLE,Monday,MISSION,NONE
31,7,2011,1,DRUNKENNESS,Sunday,SOUTHERN,ARREST
8,12,2008,16,ASSAULT,Monday,BAYVIEW,ARREST
10,2,2012,2,NON-CRIMINAL,Friday,TARAVAL,NONE
25,12,2006,16,MISSING PERSON,Monday,BAYVIEW,LOCATED
15,12,2012,16,ASSAULT,Saturday,BAYVIEW,NONE
4,4,2013,18,LARCENY\/THEFT,Thursday,MISSION,NONE
4,11,2006,7,VANDALISM,Saturday,NORTHERN,NONE
21,9,2014,19,NON-CRIMINAL,Sunday,INGLESIDE,NONE
30,7,2010,4,LARCENY\/THEFT,Friday,SOUTHERN,NONE
1,11,2005,12,WARRANTS,Tuesday,TENDERLOIN,ARREST
13,6,2004,17,KIDNAPPING,Sunday,SOUTHERN,ARREST
16,10,2003,18,BURGLARY,Thursday,NORTHERN,NONE
29,4,2008,9,WEAPON LAWS,Tuesday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE
17,5,2010,22,VEHICLE THEFT,Monday,CENTRAL,NONE
8,3,2003,6,BURGLARY,Saturday,CENTRAL,NONE
23,10,2011,18,VEHICLE THEFT,Sunday,MISSION,NONE
16,7,2011,1,NON-CRIMINAL,Saturday,CENTRAL,NONE
5,6,2005,22,VEHICLE THEFT,Sunday,INGLESIDE,NONE
7,10,2011,18,NON-CRIMINAL,Friday,CENTRAL,NONE
7,2,2003,11,NON-CRIMINAL,Friday,BAYVIEW,PSYCHOPATHIC CASE
10,2,2007,1,LARCENY\/THEFT,Saturday,SOUTHERN,NONE
23,8,2012,17,OTHER OFFENSES,Thursday,TENDERLOIN,ARREST
6,8,2013,9,LARCENY\/THEFT,Tuesday,INGLESIDE,NONE
24,8,2008,14,NON-CRIMINAL,Sunday,TARAVAL,NONE
14,6,2005,21,NON-CRIMINAL,Tuesday,BAYVIEW,NONE
30,10,2006,12,DRUG\/NARCOTIC,Monday,RICHMOND,ARREST
15,6,2006,12,NON-CRIMINAL,Thursday,SOUTHERN,NONE
2,12,2005,0,ASSAULT,Friday,NORTHERN,ARREST
14,6,2012,20,OTHER OFFENSES,Thursday,BAYVIEW,ARREST
25,1,2013,23,ASSAULT,Friday,RICHMOND,COMPLAINANT REFUSES TO PROSECUTE
20,8,2008,23,LARCENY\/THEFT,Wednesday,NORTHERN,NONE
24,12,2012,10,MISSING PERSON,Monday,NORTHERN,LOCATED
11,2,2005,21,ROBBERY,Friday,TARAVAL,NONE
14,4,2003,13,DRUG\/NARCOTIC,Monday,PARK,ARREST
7,4,2005,22,LARCENY\/THEFT,Thursday,NORTHERN,NONE
1,5,2012,13,WARRANTS,Tuesday,PARK,ARREST
9,10,2011,23,LARCENY\/THEFT,Sunday,TENDERLOIN,NONE
10,2,2010,15,WARRANTS,Wednesday,INGLESIDE,ARREST
31,3,2003,17,EMBEZZLEMENT,Monday,SOUTHERN,NONE
18,10,2005,21,LARCENY\/THEFT,Tuesday,NORTHERN,NONE
5,5,2011,0,ASSAULT,Thursday,CENTRAL,NONE
15,9,2009,11,OTHER OFFENSES,Tuesday,SOUTHERN,ARREST
19,8,2008,23,OTHER OFFENSES,Tuesday,SOUTHERN,ARREST
2,3,2004,18,LARCENY\/THEFT,Tuesday,BAYVIEW,NONE
15,12,2006,6,OTHER OFFENSES,Friday,BAYVIEW,NONE
31,10,2013,15,OTHER OFFENSES,Thursday,CENTRAL,NONE
30,6,2005,14,OTHER OFFENSES,Thursday,INGLESIDE,NONE
20,8,2003,0,VEHICLE THEFT,Wednesday,TARAVAL,NONE
3,12,2010,18,LARCENY\/THEFT,Friday,SOUTHERN,ARREST
14,10,2008,15,ASSAULT,Tuesday,NORTHERN,NONE
4,2,2003,11,LARCENY\/THEFT,Tuesday,MISSION,NONE
17,10,2006,20,OTHER OFFENSES,Tuesday,MISSION,NONE
30,6,2013,6,NON-CRIMINAL,Sunday,MISSION,NONE
17,9,2003,9,OTHER OFFENSES,Wednesday,MISSION,JUVENILE ADMONISHED
13,1,2008,23,DRUG\/NARCOTIC,Sunday,PARK,ARREST
